0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,class
1.0,0.6069411,0.38418078,0.2542373,0.2235674,0.27683616,0.2534302,0.18482648,0.15334947,0.12187248,0.12510088,0.1291364,0.13720742,0.13720742,0.13236481,0.1267151,0.15819208,0.15254237,0.13236481,0.16868442,0.15657789,0.18321227,0.19128329,0.20419693,0.23002422,0.24455206,0.2857143,0.30750605,0.3212268,0.32768363,0.3518967,0.37368846,0.39709443,0.36319613,0.34059724,0.30750605,0.2582728,0.19774011,0.19935432,0.17352703,0.14769976,0.13559322,0.13397902,0.10573043,0.12187248,0.13559322,0.10653753,0.14850686,0.13559322,0.13478611,0.15092817,0.1646489,0.09443099,0.10653753,0.12106538,0.14124294,0.122679584,0.13559322,0.1315577,0.15092817,0.11702986,0.13317192,0.104116224,0.13720742,0.11945117,0.114608556,0.0968523,0.09120258,0.1291364,0.10008071,0.08635997,0.11380145,0.041162226,0.09362389,0.08151735,0.07425343,0.08071025,0.07990315,0.07828894,0.053268764,0.07506053,0.07586764,0.08071025,0.104116224,0.08393866,0.07667474,0.11945117,0.11299435,0.07990315,0.11783697,0.09362389,0.11783697,0.08635997,0.13801453,0.09927361,0.08313156,0.069410816,0.07828894,0.053268764,0.096045196,0.14043583,0.111380145,0.1622276,0.12348668,0.13801453,0.0645682,0.087974176,0.061339792,0.03793382,0.03954802,0.07183212,0.046004843,0.04519774,0.0,0.01614205,0.065375306,0.15657789,0.2251816,0.4608555,0.95076674,0.6069411,0.33494753,0.2251816,0.21226797,0.24778047,0.21630347,0.11702986,0.08071025,0.10330912,0.06779661,0.13075061,0.08151735,0.07990315,0.069410816,0.11299435,0.11299435,0.13478611,0.13640033,0.15657789,0.13397902,0.1315577,0.1630347,0.19774011,0.22033899,0.20096852,0.25262308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.9516129,0.9239631,0.8533026,0.7918587,0.734255,0.672043,0.68509984,0.6705069,0.6674347,0.6812596,0.61674345,0.624424,0.61981565,0.59600616,0.6274962,0.6313364,0.61904764,0.61290324,0.6136713,0.6075269,0.58678955,0.5683564,0.5437788,0.5268817,0.5529954,0.57757294,0.5921659,0.5760369,0.5791091,0.57373273,0.58986175,0.5422427,0.5192012,0.51459295,0.5284178,0.4938556,0.48540705,0.46159753,0.4784946,0.48156682,0.4439324,0.48387095,0.48924732,0.50691247,0.5299539,0.53993857,0.56989247,0.53993857,0.5522273,0.59293395,0.56682026,0.55376345,0.5522273,0.5660522,0.5752688,0.5983103,0.56374806,0.5952381,0.56298006,0.5560676,0.50384027,0.516129,0.4984639,0.52764976,0.5230415,0.51459295,0.53149,0.5360983,0.53379416,0.55760366,0.53840244,0.53993857,0.5652842,0.6344086,0.578341,0.44930875,0.57680494,0.85407066,0.47004607,0.0,0.1313364,0.40092167,0.5821813,0.5821813,0.57987714,0.5499232,0.58986175,0.5921659,0.5844854,0.58986175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.97781885,0.89926064,0.23012939,0.032347504,0.14232902,0.22365989,0.32809612,0.36783734,0.38170055,0.38909426,0.357671,0.37985212,0.37523106,0.3974122,0.38817006,0.3780037,0.3983364,0.41959333,0.42791128,0.40203327,0.37892792,0.40018484,0.40665436,0.422366,0.40203327,0.38354897,0.3983364,0.39371535,0.4177449,0.38817006,0.36044362,0.4029575,0.39279112,0.41312385,0.3770795,0.3271719,0.34658042,0.33826247,0.35674676,0.31423292,0.27818853,0.31146026,0.3216266,0.33179298,0.31608135,0.29574862,0.3123845,0.3271719,0.32994455,0.31146026,0.27911276,0.3133087,0.3068392,0.31423292,0.28650647,0.24861369,0.27726433,0.29759705,0.31053606,0.2624769,0.24584104,0.2818854,0.29759705,0.3068392,0.2754159,0.23290204,0.25878003,0.2754159,0.29574862,0.28373381,0.2569316,0.30961183,0.3207024,0.32902032,0.3216266,0.28465804,0.35489833,0.39463955,0.41959333,0.43345657,0.46025878,0.47504622,0.47042513,0.46672827,0.37338263,0.36044362,0.344732,0.3022181,0.31053606,0.28280962,0.2560074,0.26524955,0.27911276,0.2939002,0.2698706,0.23844732,0.2763401,0.42698705,0.4630314,0.6432532,1.0,0.4029575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.93561786,0.8016615,0.80581516,1.0,0.7227414,0.4807892,0.45482865,0.31983384,0.26687434,0.3084112,0.28556594,0.34371755,0.28141224,0.28141224,0.2834891,0.28141224,0.31983384,0.31152648,0.2834891,0.27829698,0.2741433,0.317757,0.26791278,0.2751817,0.28037384,0.2554517,0.3136033,0.26687434,0.24402907,0.19833852,0.19210799,0.19003116,0.1349948,0.086188994,0.078920044,0.036344755,0.024922118,0.0,0.04465213,0.024922118,0.066458985,0.0913811,0.073727936,0.120456904,0.14018692,0.13707165,0.17653167,0.14537902,0.14122534,0.13603322,0.107995845,0.13291797,0.1349948,0.12772585,0.13187954,0.11941849,0.12772585,0.08722741,0.1298027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9252649,0.43335193,0.073619634,0.07919688,0.1366425,0.18293363,0.18293363,0.18237591,0.19687675,0.20356944,0.21472393,0.2074735,0.2074735,0.23201339,0.23647518,0.25543782,0.2414947,0.2481874,0.25432235,0.27440044,0.28834355,0.29001674,0.2983826,0.3190184,0.32849973,0.34244284,0.3351924,0.32961518,0.32180703,0.31734523,0.3073062,0.28109315,0.26157278,0.25878417,0.25432235,0.2532069,0.23591746,0.2230898,0.23201339,0.2253207,0.2230898,0.21360847,0.20803124,0.21249303,0.21360847,0.21807027,0.20858896,0.21137758,0.21807027,0.22866704,0.22643614,0.2230898,0.22030117,0.21974345,0.22866704,0.23982152,0.26045734,0.2716118,0.29559398,0.29447854,0.30005577,0.31344116,0.29224762,0.25543782,0.2710541,0.2716118,0.22978249,0.20914668,0.19687675,0.17177914,0.17456776,0.16452873,0.1572783,0.16285555,0.1728946,0.1528165,0.061907418,0.0,0.11879531,0.5421082,1.0,0.6603458,0.20412716,0.014500837,0.09369771,0.14835471,0.1505856,0.15672058,0.17233686,0.18349135,0.19241495,0.1935304,0.17233686,0.19185722,0.19743447,0.20803124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.99914384,0.7748288,0.52226025,0.25085616,0.0,0.06678082,0.09332192,0.14469178,0.15410958,0.15239726,0.1900685,0.17123288,0.1609589,0.20291096,0.14982876,0.17380136,0.15753424,0.17722602,0.1635274,0.1780822,0.22089042,0.2140411,0.2089041,0.2089041,0.22174658,0.27825344,0.30136988,0.3270548,0.34931508,0.35787672,0.40924656,0.37928084,0.4178082,0.39726028,0.3989726,0.432363,0.4135274,0.40068492,0.37842464,0.33732876,0.35273972,0.3030822,0.28938356,0.27311644,0.26369864,0.26626712,0.28167808,0.2928082,0.2791096,0.24229452,0.27739727,0.25770548,0.25770548,0.23287672,0.21489726,0.23630136,0.2140411,0.2234589,0.22174658,0.21061644,0.22773972,0.2234589,0.24828768,0.30479452,0.32020548,0.39041096,0.3604452,0.3895548,0.44349316,0.44520548,0.4520548,0.40154108,0.38356164,0.40753424,0.3416096,0.3561644,0.27054796,0.25599316,0.2645548,0.2260274,0.23373288,0.21061644,0.19434932,0.21917808,0.22431506,0.21318494,0.19606164,0.20462328,0.17208904,0.10017123,0.11558219,0.25342464,0.7191781,1.0,0.6832192,0.39554796,0.10616438,0.02739726,0.15325342,0.17465754,0.2260274,0.20976028,0.2140411,0.21832192,0.2140411,0.23886986,0.22003424,0.23972602,0.27054796,0.27654108,0.29195204,0.25085616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.8714524,0.67835283,0.3572621,0.051196437,0.0,0.090706736,0.14245966,0.13856427,0.18530884,0.15525876,0.1608236,0.18475236,0.16750139,0.19977741,0.18085699,0.17473567,0.20255983,0.18252644,0.21925431,0.21202004,0.20868114,0.2392877,0.21368948,0.25431275,0.2359488,0.24819143,0.27768502,0.2559822,0.29604897,0.27824152,0.28380635,0.31051752,0.28046745,0.3149694,0.2860323,0.2821369,0.27712855,0.23427935,0.25820813,0.20534223,0.19476905,0.19476905,0.163606,0.19254313,0.16138008,0.16026711,0.17807457,0.15136339,0.1736227,0.15414579,0.1574847,0.17640512,0.15525876,0.18920423,0.16750139,0.16750139,0.18586533,0.16583194,0.19532554,0.17250974,0.18419588,0.1930996,0.16304953,0.19755147,0.163606,0.16249305,0.17918754,0.14802448,0.18753478,0.15414579,0.15692821,0.16972733,0.14802448,0.17417918,0.14579855,0.14969394,0.1574847,0.13912076,0.16861436,0.1441291,0.13578185,0.15692821,0.13244297,0.17529215,0.13188648,0.14023373,0.15025042,0.1246522,0.16527545,0.13077351,0.13466889,0.14357261,0.1246522,0.16416249,0.12743461,0.15804118,0.18809126,0.16583194,0.21758486,0.1930996,0.24707846,0.28102392,0.23094046,0.2531998,0.16249305,0.18196996,0.16638842,0.10740122,0.13355593,0.09571508,0.10294936,0.11574847,0.09682804,0.118530884,0.06844741,0.024485253,0.14691152,0.36171398,0.7089594,0.96605456,0.8953812,0.6427379,0.32665554,0.060100168,0.01836394,0.09404563,0.14802448,0.14691152,0.19922093,0.15692821,0.16861436,0.19087368,0.17028381,0.20367278,0.17529215,0.19365609,0.21535893,0.18586533,0.22314969,0.20200334,0.21313299,0.22760156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.72962964,0.5833333,0.35092592,0.27962962,0.3212963,0.26759258,0.22962964,0.21851853,0.2037037,0.2361111,0.2074074,0.22592592,0.21296297,0.21018519,0.26203704,0.2212963,0.2175926,0.20833333,0.25,0.24351852,0.2175926,0.24722221,0.20185184,0.17962962,0.17685185,0.15277778,0.15462963,0.16203703,0.17685185,0.10462963,0.13518518,0.11574074,0.097222224,0.05277778,0.015740741,0.0027777778,0.026851851,0.0,0.012037037,0.036111113,0.037037037,0.083333336,0.107407406,0.12407407,0.15277778,0.12592593,0.14722222,0.17314816,0.18611111,0.21666667,0.17037037,0.19629629,0.20648149,0.18148148,0.18611111,0.19537038,0.2,0.16574074,0.19166666,0.19629629,0.2537037,0.20833333,0.21296297,0.17870371,0.2074074,0.20092593,0.19629629,0.22037037,0.22962964,0.2175926,0.24351852,0.25277779,0.25277779,0.24074075,0.2574074,0.29074073,0.24814814,0.28703704,0.2685185,0.2824074,0.2638889,0.25277779,0.2212963,0.24722221,0.21203704,0.21851853,0.24907407,0.22314815,0.23981482,0.2712963,0.25092593,0.26203704,0.26759258,0.26018518,0.25833333,0.24537037,0.31203705,0.2935185,0.29166666,0.2851852,0.24722221,0.30185184,0.26018518,0.2685185,0.28425926,0.26481482,0.25555557,0.26574075,0.2898148,0.29907408,0.35555556,0.36481482,0.40462962,0.4814815,0.48796296,0.50185186,0.49351853,0.48055556,0.43055555,0.44814816,0.32314816,0.33425927,0.32407406,0.30092594,0.2898148,0.29444444,0.22685185,0.13148148,0.15462963,0.25648147,0.7212963,0.7907407,0.79907405,0.65555555,0.45462963,0.41111112,0.38703704,0.31574073,0.32222223,0.30092594,0.32222223,0.29074073,0.24814814,0.26944444,0.29444444,0.2962963,0.29166666,0.30925927,0.30462962,0.27685186,0.25925925,0.3037037,0.2787037,0.29907408,0.3037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9322344,0.8104396,0.62759465,0.42216116,0.26312578,0.14590965,0.10927961,0.08852259,0.07997558,0.07356533,0.07570208,0.08577534,0.07844933,0.070512824,0.07936508,0.057081807,0.06684982,0.056166057,0.06715507,0.04945055,0.021062272,0.035714287,0.03083028,0.027472528,0.032051284,0.023504274,0.03998779,0.03937729,0.041514043,0.06105006,0.07570208,0.10164835,0.10622711,0.13553114,0.16483517,0.15628816,0.17765568,0.18009768,0.18711844,0.18864469,0.16544567,0.17307693,0.16483517,0.16605617,0.17490843,0.15201466,0.15415141,0.15506716,0.1486569,0.15811966,0.15170941,0.15231991,0.1449939,0.15201466,0.1498779,0.1388889,0.1456044,0.1480464,0.15567766,0.15964592,0.1443834,0.15934066,0.15995117,0.15995117,0.15262516,0.1449939,0.16330892,0.15506716,0.15964592,0.15659341,0.1401099,0.15140416,0.16788767,0.16391942,0.16208792,0.15964592,0.18376069,0.16178267,0.15964592,0.16269842,0.16330892,0.16422467,0.17155068,0.16758242,0.16819292,0.16849817,0.17124543,0.18070818,0.18406594,0.18956044,0.18894994,0.18711844,0.18772894,0.18406594,0.17735043,0.15018316,0.15628816,0.16971917,0.15598291,0.15781441,0.15537241,0.15750916,0.17216118,0.15934066,0.15506716,0.1437729,0.15537241,0.14529915,0.14957266,0.1468254,0.1510989,0.15781441,0.16178267,0.15598291,0.15781441,0.16514042,0.17704518,0.22588523,0.31318682,0.43284494,0.6123321,0.79639804,0.98840046,1.0,0.8107448,0.62240535,0.42582417,0.24725275,0.13034189,0.08089133,0.08089133,0.08821734,0.08913309,0.08882784,0.09096459,0.083638586,0.08608059,0.082112335,0.07997558,0.06868132,0.05982906,0.06166056,0.046703298,0.03693529,0.028388279,0.00976801,0.013431014,0.0,0.0021367522,0.017094018,0.0027472528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.89309764,0.84680134,0.8270202,0.7950337,0.79461277,0.78409094,0.80597645,0.7984007,0.7912458,0.8047138,0.7861953,0.7777778,0.7824074,0.7891414,0.7874579,0.7962963,0.77272725,0.7790404,0.87415826,0.93686867,1.0,0.959596,0.47348484,0.02946128,0.0,0.3219697,0.54882157,0.6910775,0.71464646,0.743266,0.73526937,0.75631315,0.7710438,0.77819866,0.77356905,0.7310606,0.7845118,0.75883836,0.8055556,0.77356905,0.77609426,0.80934346,0.7617845,0.8097643,0.80597645,0.7908249,0.787037,0.7786195,0.78409094,0.8152357,0.79545456,0.7878788,0.7979798,0.8114478,0.8287037,0.77946126,0.8097643,0.77272725,0.79335016,0.8042929,0.7638889,0.75,0.7626263,0.743266,0.73905724,0.7483165,0.7786195,0.7811448,0.7689394,0.81228954,0.72053874,0.79335016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9240088,0.6453745,0.5803965,0.30671805,0.15638767,0.11618943,0.060572688,0.017621145,0.019823788,0.008259912,0.0027533039,0.015969163,0.0,0.01376652,0.015969163,0.014317181,0.025330396,0.004405286,0.03634361,0.043502204,0.046255507,0.06938326,0.06222467,0.09251101,0.09911894,0.11013216,0.1486784,0.14207049,0.16079295,0.15088105,0.1349119,0.14537445,0.11784141,0.121145375,0.107378855,0.09581498,0.10352423,0.085903086,0.099669605,0.09085903,0.08039647,0.09636564,0.072136566,0.08975771,0.089207046,0.08865639,0.107378855,0.08370044,0.101321585,0.09306167,0.08700441,0.10077093,0.078193836,0.08645374,0.073788546,0.064427316,0.08259912,0.06112335,0.078193836,0.07268722,0.06332599,0.07709251,0.054515418,0.067731276,0.056718063,0.04900881,0.07268722,0.059471365,0.079845816,0.07764317,0.085903086,0.12940529,0.15969163,0.21585903,0.22246696,0.24284141,0.24284141,0.22522026,0.21971366,0.15914097,0.116740085,0.11013216,0.07268722,0.066079296,0.058920704,0.04900881,0.066079296,0.052312776,0.037995595,0.05561674,0.18667401,0.6024229,1.0,0.6701542,0.5528634,0.2764317,0.17896476,0.107378855,0.079845816,0.05011013,0.036894273,0.0561674,0.024779735,0.05011013,0.037995595,0.04240088,0.057268724,0.03359031,0.057819385,0.06387665,0.06497797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.75587267,0.61119646,0.4816685,0.4445664,0.45620197,0.4535675,0.44302964,0.4456641,0.4417124,0.44742042,0.44346872,0.44522503,0.44720086,0.4485181,0.45203075,0.44478595,0.4478595,0.45268935,0.44763994,0.4586169,0.4551043,0.45839736,0.46564215,0.4665203,0.47815588,0.48079035,0.49023053,0.5075741,0.50515914,0.51503843,0.5049396,0.49593854,0.4884742,0.46432492,0.4496158,0.42854005,0.4158068,0.41097695,0.40021953,0.39978045,0.39121845,0.38990122,0.38902307,0.38177827,0.3852909,0.37628978,0.37541163,0.3773875,0.36860594,0.37102085,0.3668496,0.36092207,0.35982436,0.35411635,0.3532382,0.34643248,0.33852908,0.33479694,0.32908893,0.33106476,0.31986827,0.31459934,0.3165752,0.30779365,0.30801317,0.29615808,0.29110867,0.2902305,0.28188804,0.28430295,0.27113062,0.2691548,0.26893523,0.25598243,0.25510427,0.25115258,0.24522503,0.24346872,0.233809,0.2349067,0.22217344,0.21668497,0.21646543,0.2090011,0.20922063,0.1938529,0.19297475,0.1909989,0.18287596,0.18529089,0.17585072,0.17475303,0.17167947,0.16158068,0.16267838,0.14884742,0.14840834,0.15038419,0.1554336,0.17233808,0.16048299,0.16575192,0.16706915,0.15587267,0.13479693,0.12843029,0.106915474,0.099231616,0.08737651,0.07859495,0.069374315,0.06652031,0.06498353,0.046322722,0.02788145,0.07376509,0.27596048,0.54072446,0.40504938,0.26476398,0.0726674,0.034687158,0.043029636,0.033150382,0.029418223,0.014050494,0.013172338,0.011855104,0.005927552,0.0081229415,0.0,0.0,0.0026344676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.61204994,0.20793535,0.0,0.008817046,0.49595886,0.57751656,0.6245408,0.6274798,0.61204994,0.6326231,0.63776636,0.6370316,0.62674505,0.6326231,0.6561352,0.6495224,0.67450404,0.64805293,0.6348273,0.68332106,0.65833944,0.6936076,0.6891991,0.6803821,0.75459224,0.74577516,0.758266,0.74724466,0.7736958,0.82586336,0.78618664,0.81263775,0.7942689,0.78398234,0.78986037,0.71932405,0.7266716,0.64584863,0.62160176,0.6274798,0.6069067,0.61058044,0.5958854,0.61425424,0.6421749,0.6193975,0.6083762,0.5936811,0.59808964,0.6465834,0.623806,0.6399706,0.62968403,0.6245408,0.64584863,0.6083762,0.6465834,0.6326231,0.6421749,0.6473181,0.63041884,0.64584863,0.6113152,0.6260103,0.6642175,0.6385011,0.6612785,0.61058044,0.6245408,0.65540045,0.6135195,0.62674505,0.62674505,0.6171932,0.6465834,0.6113152,0.6223365,0.61278474,0.6157237,0.6436444,0.6113152,0.6414401,0.6171932,0.64290965,0.659809,0.6274798,0.6399706,0.620867,0.6421749,0.665687,0.64584863,0.7112417,0.6943424,0.7149155,0.7692873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9860639,0.80761385,0.253569,0.124065265,0.09449354,0.050985724,0.023113528,0.026172671,0.009517335,0.024813052,0.015975527,0.01903467,0.015295717,0.0023793338,0.017335147,0.015295717,0.014955812,0.020054385,0.008837526,0.036029913,0.032290958,0.03161115,0.042488102,0.033990484,0.04520734,0.036029913,0.04010877,0.04078858,0.036709722,0.04316791,0.032290958,0.04010877,0.05472468,0.049626105,0.062202584,0.060842965,0.06832087,0.07579878,0.047586676,0.07307954,0.055404488,0.056084298,0.0564242,0.050305914,0.07138001,0.06288239,0.064581916,0.06832087,0.06628144,0.06628144,0.06492182,0.0632223,0.06696125,0.05336506,0.073419444,0.06798097,0.05336506,0.05846363,0.050305914,0.05200544,0.051665533,0.049626105,0.05438477,0.030931339,0.05438477,0.038409244,0.035350103,0.049626105,0.02957172,0.047586676,0.033650577,0.039089054,0.053704962,0.05472468,0.060503058,0.05404487,0.044867437,0.061522774,0.056084298,0.07851802,0.067301154,0.050305914,0.05404487,0.047586676,0.060163155,0.039768863,0.018354861,0.023793338,0.013596193,0.030931339,0.02039429,0.023113528,0.027192386,0.014955812,0.0,0.020734195,0.17743032,0.47518694,0.80251527,1.0,0.8793338,0.2899388,0.12746431,0.06798097,0.06764106,0.026172671,0.023453433,0.023793338,0.011556764,0.028552005,0.010197145,0.0108769545,0.020054385,0.013256288,0.026172671,0.015295717,0.025152957,0.031271245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
